"param_comb_id","k","accuracy","f1","auc","recall","precision","brier_score","balanced_accuracy","discrepancy","default"
1,1,0.775735294117647,0.862767154105737,0.621700460119323,0.869614512471655,0.856026785714286,0.224264705882353,0.869614512471655,0.0753676470588235,FALSE
2,2,0.774816176470588,0.862282181000562,0.643264425511305,0.869614512471655,0.855072463768116,0.198800105178314,0.869614512471655,0.0762867647058824,FALSE
3,3,0.774816176470588,0.862127180641531,0.657255135063734,0.868480725623583,0.85586592178771,0.180524233586476,0.868480725623583,0.0762867647058824,FALSE
4,4,0.775735294117647,0.862767154105737,0.672610791889571,0.869614512471655,0.856026785714286,0.168352522444903,0.869614512471655,0.0753676470588235,FALSE
5,5,0.800551470588235,0.881226053639847,0.674721506725668,0.912698412698413,0.851851851851852,0.160598975755299,0.912698412698413,0.0137867647058824,FALSE
6,6,0.801470588235294,0.881967213114754,0.680236334015807,0.914965986394558,0.85126582278481,0.156509916415652,0.914965986394558,0.00183823529411765,FALSE
7,7,0.803308823529412,0.883187772925764,0.681160975717148,0.917233560090703,0.851578947368421,0.15207338800696,0.917233560090703,NA,TRUE
8,8,0.807904411764706,0.886720867208672,0.686252008894173,0.927437641723356,0.849428868120457,0.148986010011177,0.927437641723356,0.0174632352941176,FALSE
9,9,0.810661764705882,0.888407367280607,0.688004975452964,0.929705215419501,0.850622406639004,0.146748278524172,0.929705215419501,0.0183823529411765,FALSE
10,10,0.815257352941177,0.891760904684976,0.690888976950003,0.938775510204082,0.849230769230769,0.144910668019779,0.938775510204082,0.0303308823529412,FALSE
11,11,0.81985294117647,0.894736842105263,0.692504348017524,0.944444444444444,0.85,0.143731003238392,0.944444444444444,0.0367647058823529,FALSE
12,12,0.82077205882353,0.895666131621188,0.696797327345178,0.948979591836735,0.848024316109423,0.142431507742386,0.948979591836735,0.0431985294117647,FALSE
13,13,0.81985294117647,0.895074946466809,0.698965832287608,0.947845804988662,0.847870182555781,0.141427654874155,0.947845804988662,0.0441176470588235,FALSE
14,14,0.825367647058823,0.898612593383138,0.698231072364221,0.954648526077097,0.848790322580645,0.140766521345258,0.954648526077097,0.0496323529411765,FALSE
15,15,0.827205882352941,0.899786780383795,0.701505845056469,0.956916099773243,0.849094567404427,0.139790180353043,0.956916099773243,0.0514705882352941,FALSE
16,16,0.827205882352941,0.89989350372737,0.703423926204786,0.958049886621315,0.848393574297189,0.139199944477782,0.958049886621315,0.0533088235294118,FALSE
17,17,0.825367647058823,0.898828541001065,0.704271514431015,0.956916099773243,0.847389558232932,0.138531646843764,0.956916099773243,0.0533088235294118,FALSE
18,18,0.826286764705882,0.899628252788104,0.704007331087775,0.96031746031746,0.846153846153846,0.138226506792675,0.96031746031746,0.0560661764705882,FALSE
19,19,0.829963235294118,0.901960784313726,0.705286969156595,0.964852607709751,0.846766169154229,0.137643707465723,0.964852607709751,0.0615808823529412,FALSE
20,20,0.828125,0.90121500264131,0.70581258393325,0.967120181405896,0.843719090009891,0.137202799647236,0.967120181405896,0.0670955882352941,FALSE
21,21,0.829963235294118,0.902271526677232,0.707034431895736,0.968253968253968,0.844708209693373,0.136965647258835,0.968253968253968,0.0670955882352941,FALSE
22,22,0.831801470588235,0.903531892461782,0.708611276225701,0.971655328798186,0.844334975369458,0.136628064780343,0.971655328798186,0.0689338235294118,FALSE
23,23,0.832720588235294,0.904109589041096,0.707463729828501,0.972789115646258,0.844488188976378,0.136596521864365,0.972789115646258,0.0698529411764706,FALSE
24,24,0.832720588235294,0.904109589041096,0.708344340972635,0.972789115646258,0.844488188976378,0.136345025829544,0.972789115646258,0.0698529411764706,FALSE
25,25,0.832720588235294,0.90421052631579,0.708374611980715,0.973922902494331,0.843811394891945,0.136137867860775,0.973922902494331,0.0716911764705882,FALSE
26,26,0.833639705882353,0.904786954234613,0.709076348986196,0.975056689342404,0.84396467124632,0.135992101328885,0.975056689342404,0.0707720588235294,FALSE
27,27,0.83639705882353,0.906512605042017,0.7079508178676,0.978458049886621,0.844422700587084,0.135862615871268,0.978458049886621,0.0735294117647059,FALSE
28,28,0.83547794117647,0.906036745406824,0.709216696387293,0.978458049886621,0.843597262952102,0.135625085774991,0.978458049886621,0.0744485294117647,FALSE
29,29,0.83547794117647,0.906135291033036,0.709483631640358,0.979591836734694,0.842926829268293,0.13553545242735,0.979591836734694,0.0762867647058824,FALSE
30,30,0.83547794117647,0.906233630172865,0.710710983422495,0.980725623582766,0.842259006815969,0.135379315183171,0.980725623582766,0.078125,FALSE
