"param_comb_id","k","accuracy","f1","auc","recall","precision","brier_score","balanced_accuracy","discrepancy","default"
1,1,0.983914209115281,0.991765782250686,0.811151811151811,0.992673992673993,0.990859232175503,0.0160857908847185,0.992673992673993,0.00625558534405719,FALSE
2,2,0.983914209115281,0.991765782250686,0.866029032695699,0.992673992673993,0.990859232175503,0.0137344924650374,0.992673992673993,0.00625558534405719,FALSE
3,3,0.983914209115281,0.991765782250686,0.884106634106634,0.992673992673993,0.990859232175503,0.0124465307594928,0.992673992673993,0.00625558534405719,FALSE
4,4,0.983914209115281,0.991765782250686,0.883699633699634,0.992673992673993,0.990859232175503,0.0117181704445568,0.992673992673993,0.00625558534405719,FALSE
5,5,0.987488829311886,0.993613138686131,0.88346221679555,0.997252747252747,0.99,0.011286796840764,0.997252747252747,0.000893655049151028,FALSE
6,6,0.987488829311886,0.993613138686131,0.882800841134174,0.997252747252747,0.99,0.011086318936321,0.997252747252747,0.000893655049151028,FALSE
7,7,0.988382484361037,0.99406663623916,0.882309048975716,0.997252747252747,0.990900818926297,0.0109943431800621,0.997252747252747,NA,TRUE
8,8,0.988382484361037,0.994072047423621,0.881800298466965,0.998168498168498,0.990009082652134,0.0109608620803863,0.998168498168498,0.00178731009830206,FALSE
9,9,0.988382484361037,0.994072047423621,0.881562881562882,0.998168498168498,0.990009082652134,0.0109699727813947,0.998168498168498,0.00178731009830206,FALSE
10,10,0.988382484361037,0.994072047423621,0.881291547958215,0.998168498168498,0.990009082652134,0.0110268581350524,0.998168498168498,0.00178731009830206,FALSE
11,11,0.986595174262735,0.993166287015945,0.880782797449464,0.998168498168498,0.988213961922031,0.0111364431624103,0.998168498168498,0.00357462019660411,FALSE
12,12,0.986595174262735,0.993166287015945,0.880477547144214,0.998168498168498,0.988213961922031,0.0112368609349142,0.998168498168498,0.00357462019660411,FALSE
13,13,0.986595174262735,0.993166287015945,0.880274046940714,0.998168498168498,0.988213961922031,0.0113044845214916,0.998168498168498,0.00357462019660411,FALSE
14,14,0.986595174262735,0.993166287015945,0.880274046940714,0.998168498168498,0.988213961922031,0.0113590225204181,0.998168498168498,0.00357462019660411,FALSE
15,15,0.986595174262735,0.993166287015945,0.880172296838963,0.998168498168498,0.988213961922031,0.0114111304852971,0.998168498168498,0.00357462019660411,FALSE
16,16,0.985701519213584,0.992714025500911,0.897011938678605,0.998168498168498,0.98731884057971,0.0114593991084139,0.998168498168498,0.00446827524575514,FALSE
17,17,0.984807864164433,0.992255125284738,0.896571021571022,0.997252747252747,0.987307343608341,0.0114995821373006,0.997252747252747,0.00536193029490617,FALSE
18,18,0.984807864164433,0.992255125284738,0.896231854565188,0.997252747252747,0.987307343608341,0.0115402637203946,0.997252747252747,0.00536193029490617,FALSE
19,19,0.984807864164433,0.992255125284738,0.896197937864605,0.997252747252747,0.987307343608341,0.0115834407335029,0.997252747252747,0.00536193029490617,FALSE
20,20,0.984807864164433,0.992255125284738,0.896096187762854,0.997252747252747,0.987307343608341,0.0116280878085199,0.997252747252747,0.00536193029490617,FALSE
21,21,0.984807864164433,0.992255125284738,0.895824854158187,0.997252747252747,0.987307343608341,0.0116758170731363,0.997252747252747,0.00536193029490617,FALSE
22,22,0.983914209115281,0.991803278688525,0.895383937050604,0.997252747252747,0.986413043478261,0.0117182285361149,0.997252747252747,0.00625558534405719,FALSE
23,23,0.983914209115281,0.991803278688525,0.895027811694478,0.997252747252747,0.986413043478261,0.0117591151057449,0.997252747252747,0.00625558534405719,FALSE
24,24,0.984807864164433,0.992262175694128,0.912020078686745,0.998168498168498,0.986425339366516,0.0118010575195732,0.998168498168498,0.00536193029490617,FALSE
25,25,0.984807864164433,0.992262175694128,0.911816578483245,0.998168498168498,0.986425339366516,0.0118421188343352,0.998168498168498,0.00536193029490617,FALSE
26,26,0.984807864164433,0.992262175694128,0.911613078279745,0.998168498168498,0.986425339366516,0.0118843162040905,0.998168498168498,0.00536193029490617,FALSE
27,27,0.984807864164433,0.992262175694128,0.911206077872745,0.998168498168498,0.986425339366516,0.0119244751191912,0.998168498168498,0.00536193029490617,FALSE
28,28,0.984807864164433,0.992262175694128,0.910866910866911,0.998168498168498,0.986425339366516,0.0119632255391408,0.998168498168498,0.00536193029490617,FALSE
29,29,0.984807864164433,0.992262175694128,0.910493827160494,0.998168498168498,0.986425339366516,0.0120035500892543,0.998168498168498,0.00536193029490617,FALSE
30,30,0.984807864164433,0.992262175694128,0.910290326956994,0.998168498168498,0.986425339366516,0.0120452035457384,0.998168498168498,0.00536193029490617,FALSE
