"param_comb_id","k","accuracy","f1","auc","recall","precision","brier_score","balanced_accuracy","discrepancy","default"
1,1,0.959731543624161,0.979166666666667,0.689583333333333,0.979166666666667,0.979166666666667,0.0402684563758389,0.979166666666667,0.0201342281879195,FALSE
2,2,0.959731543624161,0.979166666666667,0.785416666666667,0.979166666666667,0.979166666666667,0.0320603878423348,0.979166666666667,0.0201342281879195,FALSE
3,3,0.959731543624161,0.979166666666667,0.877083333333333,0.979166666666667,0.979166666666667,0.0262777248712663,0.979166666666667,0.0201342281879195,FALSE
4,4,0.959731543624161,0.979166666666667,0.876388888888889,0.979166666666667,0.979166666666667,0.0235102495966083,0.979166666666667,0.0201342281879195,FALSE
5,5,0.979865771812081,0.989690721649485,0.876388888888889,1,0.979591836734694,0.0220284306919103,1,0,FALSE
6,6,0.979865771812081,0.989690721649485,0.875694444444444,1,0.979591836734694,0.0211950647450875,1,0,FALSE
7,7,0.979865771812081,0.989690721649485,0.879166666666667,1,0.979591836734694,0.0209366383873594,1,NA,TRUE
8,8,0.979865771812081,0.989690721649485,0.878472222222222,1,0.979591836734694,0.0209670915302521,1,0,FALSE
9,9,0.979865771812081,0.989690721649485,0.876388888888889,1,0.979591836734694,0.0211645119685192,1,0,FALSE
10,10,0.979865771812081,0.989690721649485,0.873611111111111,1,0.979591836734694,0.021412790318838,1,0,FALSE
11,11,0.973154362416107,0.986301369863014,0.870833333333333,1,0.972972972972973,0.0215963059108053,1,0.00671140939597315,FALSE
12,12,0.966442953020134,0.982935153583618,0.874305555555556,1,0.966442953020134,0.0216848081166074,1,0.0134228187919463,FALSE
13,13,0.966442953020134,0.982935153583618,0.872222222222222,1,0.966442953020134,0.0217511973642868,1,0.0134228187919463,FALSE
14,14,0.966442953020134,0.982935153583618,0.870833333333333,1,0.966442953020134,0.0218448689597043,1,0.0134228187919463,FALSE
15,15,0.966442953020134,0.982935153583618,0.869444444444444,1,0.966442953020134,0.0219335362954912,1,0.0134228187919463,FALSE
16,16,0.966442953020134,0.982935153583618,0.869444444444444,1,0.966442953020134,0.022047439328277,1,0.0134228187919463,FALSE
17,17,0.966442953020134,0.982935153583618,0.86875,1,0.966442953020134,0.0221785484822011,1,0.0134228187919463,FALSE
18,18,0.966442953020134,0.982935153583618,0.86875,1,0.966442953020134,0.022303122553115,1,0.0134228187919463,FALSE
19,19,0.966442953020134,0.982935153583618,0.865277777777778,1,0.966442953020134,0.022430687903707,1,0.0134228187919463,FALSE
20,20,0.966442953020134,0.982935153583618,0.864583333333333,1,0.966442953020134,0.0225511283287844,1,0.0134228187919463,FALSE
21,21,0.966442953020134,0.982935153583618,0.863194444444444,1,0.966442953020134,0.0226692370157598,1,0.0134228187919463,FALSE
22,22,0.966442953020134,0.982935153583618,0.863194444444444,1,0.966442953020134,0.0227975611721027,1,0.0134228187919463,FALSE
23,23,0.966442953020134,0.982935153583618,0.863194444444444,1,0.966442953020134,0.0229106263543147,1,0.0134228187919463,FALSE
24,24,0.966442953020134,0.982935153583618,0.860416666666667,1,0.966442953020134,0.0230098059822866,1,0.0134228187919463,FALSE
25,25,0.966442953020134,0.982935153583618,0.859722222222222,1,0.966442953020134,0.0231237839191193,1,0.0134228187919463,FALSE
26,26,0.966442953020134,0.982935153583618,0.859027777777778,1,0.966442953020134,0.0232426916982565,1,0.0134228187919463,FALSE
27,27,0.966442953020134,0.982935153583618,0.859027777777778,1,0.966442953020134,0.0233600411128199,1,0.0134228187919463,FALSE
28,28,0.966442953020134,0.982935153583618,0.859027777777778,1,0.966442953020134,0.0234825806879418,1,0.0134228187919463,FALSE
29,29,0.966442953020134,0.982935153583618,0.859027777777778,1,0.966442953020134,0.0236052146317075,1,0.0134228187919463,FALSE
30,30,0.966442953020134,0.982935153583618,0.928472222222222,1,0.966442953020134,0.0237104982202206,1,0.0134228187919463,FALSE
