"param_comb_id","k","accuracy","f1","auc","recall","precision","brier_score","balanced_accuracy","discrepancy","default"
1,1,0.971074380165289,0.984782608695652,0.810438447199935,0.991247264770241,0.978401727861771,0.0289256198347107,0.991247264770241,0.018595041322314,FALSE
2,2,0.971074380165289,0.984782608695652,0.884593565118729,0.991247264770241,0.978401727861771,0.0236897009807913,0.991247264770241,0.018595041322314,FALSE
3,3,0.971074380165289,0.984782608695652,0.883985736283329,0.991247264770241,0.978401727861771,0.0217041127589694,0.991247264770241,0.018595041322314,FALSE
4,4,0.971074380165289,0.984782608695652,0.901491206742848,0.991247264770241,0.978401727861771,0.0214828490018313,0.991247264770241,0.018595041322314,FALSE
5,5,0.973140495867769,0.985945945945946,0.919077721047087,0.99781181619256,0.974358974358974,0.0215812199287937,0.99781181619256,0.00413223140495868,FALSE
6,6,0.973140495867769,0.985976267529666,0.918713023745847,1,0.972340425531915,0.0216525810172091,1,0,FALSE
7,7,0.973140495867769,0.985976267529666,0.935894318826485,1,0.972340425531915,0.0216389008129094,1,NA,TRUE
8,8,0.973140495867769,0.985976267529666,0.935205446146365,1,0.972340425531915,0.0218012218033177,1,0,FALSE
9,9,0.96900826446281,0.983853606027987,0.934476051543885,1,0.968220338983051,0.0221051595127256,1,0.00413223140495868,FALSE
10,10,0.96900826446281,0.983853606027987,0.934030310397925,1,0.968220338983051,0.0224337905710598,1,0.00413223140495868,FALSE
11,11,0.96900826446281,0.983853606027987,0.933787178863765,1,0.968220338983051,0.0227315257856064,1,0.00413223140495868,FALSE
12,12,0.966942148760331,0.982795698924731,0.950482210876084,1,0.966173361522199,0.0229698559286067,1,0.00619834710743802,FALSE
13,13,0.966942148760331,0.982795698924731,0.949955425885404,1,0.966173361522199,0.0232248858911657,1,0.00619834710743802,FALSE
14,14,0.966942148760331,0.982795698924731,0.949955425885404,1,0.966173361522199,0.0235120012930062,1,0.00619834710743802,FALSE
15,15,0.964876033057851,0.981740064446831,0.949307075127644,1,0.964135021097046,0.0237964986724412,1,0.00826446280991736,FALSE
16,16,0.962809917355372,0.98068669527897,0.948618202447524,1,0.962105263157895,0.0240663430499913,1,0.0103305785123967,FALSE
17,17,0.962809917355372,0.98068669527897,0.963206094497123,1,0.962105263157895,0.024324665742328,1,0.0103305785123967,FALSE
18,18,0.962809917355372,0.98068669527897,0.963489747953643,1,0.962105263157895,0.0245754022450098,1,0.0103305785123967,FALSE
19,19,0.962809917355372,0.98068669527897,0.963935489099603,1,0.962105263157895,0.0248086145266504,1,0.0103305785123967,FALSE
20,20,0.962809917355372,0.98068669527897,0.964381230245563,1,0.962105263157895,0.0250081245522624,1,0.0103305785123967,FALSE
21,21,0.962809917355372,0.98068669527897,0.964948537158603,1,0.962105263157895,0.025195235065098,1,0.0103305785123967,FALSE
22,22,0.962809917355372,0.98068669527897,0.965029581003323,1,0.962105263157895,0.0253867655060006,1,0.0103305785123967,FALSE
23,23,0.960743801652893,0.979635584137192,0.964826971391523,1,0.960084033613445,0.0255774678724714,1,0.012396694214876,FALSE
24,24,0.960743801652893,0.979635584137192,0.965394278304563,1,0.960084033613445,0.0257570686412136,1,0.012396694214876,FALSE
25,25,0.960743801652893,0.979635584137192,0.965880541372883,1,0.960084033613445,0.025920364946458,1,0.012396694214876,FALSE
26,26,0.960743801652893,0.979635584137192,0.966204716751763,1,0.960084033613445,0.0260859502099279,1,0.012396694214876,FALSE
27,27,0.960743801652893,0.979635584137192,0.966366804441203,1,0.960084033613445,0.0262646787841065,1,0.012396694214876,FALSE
28,28,0.960743801652893,0.979635584137192,0.966407326363563,1,0.960084033613445,0.0264427225388115,1,0.012396694214876,FALSE
29,29,0.960743801652893,0.979635584137192,0.966245238674123,1,0.960084033613445,0.0266130519932329,1,0.012396694214876,FALSE
30,30,0.960743801652893,0.979635584137192,0.966366804441203,1,0.960084033613445,0.0267855928979294,1,0.012396694214876,FALSE
