"param_comb_id","eta","max_depth","subsample","min_child_weight","colsample_bytree","colsample_bylevel","lambda","alpha","accuracy","f1","auc","recall","precision","discrepancy","default"
1,1,1,0.1,1,0,0,0.0009765625,0.0009765625,0.768946395563771,0.855156431054461,0.22658478472432,0.953488372093023,0.775210084033613,0.232902033271719,FALSE
2,1,1,0.1,1,0,0,0.0009765625,0.0009765625,0.789279112754159,0.854219948849105,0.151783616899896,0.863049095607235,0.845569620253165,0.22365988909427,FALSE
3,1,1,0.1,1,0,0,0.0009765625,0.0009765625,0.785582255083179,0.850899742930591,0.15778214034028,0.855297157622739,0.846547314578005,0.190388170055453,FALSE
4,1,1,0.1,1,0,0,0.0009765625,0.0009765625,0.770794824399261,0.843037974683544,0.17312661498708,0.86046511627907,0.826302729528536,0.212569316081331,FALSE
5,1,1,0.55,1,0,0,0.0009765625,0.0009765625,0.715341959334566,0.834051724137931,0.385080036242827,1,0.715341959334566,0.316081330868762,FALSE
6,1,1,0.55,1,0,0,0.0009765625,0.0009765625,0.796672828096118,0.860759493670886,0.126799557032115,0.878552971576227,0.843672456575682,0.175600739371534,FALSE
7,1,1,0.55,1,0,0,0.0009765625,0.0009765625,0.802218114602588,0.864385297845374,0.131397026745864,0.881136950904393,0.848258706467662,0.184842883548983,FALSE
8,1,1,0.55,1,0,0,0.0009765625,0.0009765625,0.807763401109057,0.868354430379747,0.137722742373905,0.886304909560723,0.851116625310174,0.175600739371534,FALSE
9,1,1,1,1,0,0,0.0009765625,0.0009765625,0.715341959334566,0.834051724137931,0.316940165777375,1,0.715341959334566,0.316081330868762,FALSE
10,1,1,1,1,0,0,0.0009765625,0.0009765625,0.811460258780037,0.871212121212121,0.126715661599383,0.891472868217054,0.851851851851852,0.168207024029575,FALSE
11,1,1,1,1,0,0,0.0009765625,0.0009765625,0.811460258780037,0.871212121212121,0.131766166649888,0.891472868217054,0.851851851851852,0.168207024029575,FALSE
12,1,1,1,1,0,0,0.0009765625,0.0009765625,0.807763401109057,0.868354430379747,0.131447364005504,0.886304909560723,0.851116625310174,0.171903881700555,FALSE
13,1,6,0.1,1,0,0,0.0009765625,0.0009765625,0.767097966728281,0.846715328467153,0.227071378234169,0.89922480620155,0.8,0.22365988909427,FALSE
14,1,6,0.1,1,0,0,0.0009765625,0.0009765625,0.770794824399261,0.838961038961039,0.181885298164368,0.834625322997416,0.843342036553525,0.216266173752311,FALSE
15,1,6,0.1,1,0,0,0.0009765625,0.0009765625,0.754158964879852,0.824306472919419,0.190425853216551,0.806201550387597,0.843243243243243,0.232902033271719,FALSE
16,1,6,0.1,1,0,0,0.0009765625,0.0009765625,0.765249537892791,0.837387964148527,0.189226148528474,0.844961240310077,0.82994923857868,0.210720887245841,FALSE
17,1,6,0.55,1,0,0,0.0009765625,0.0009765625,0.756007393715342,0.840579710144927,0.177019363065875,0.89922480620155,0.789115646258503,0.212569316081331,FALSE
18,1,6,0.55,1,0,0,0.0009765625,0.0009765625,0.789279112754159,0.854591836734694,0.141690996342159,0.8656330749354,0.843828715365239,0.205175600739372,FALSE
19,1,6,0.55,1,0,0,0.0009765625,0.0009765625,0.794824399260628,0.857874519846351,0.13917413336018,0.8656330749354,0.850253807106599,0.192236598890943,FALSE
20,1,6,0.55,1,0,0,0.0009765625,0.0009765625,0.802218114602588,0.863346104725415,0.140080204033692,0.873385012919897,0.853535353535353,0.199630314232902,FALSE
21,1,6,1,1,0,0,0.0009765625,0.0009765625,0.767097966728281,0.854503464203233,0.161800731568173,0.956072351421189,0.772442588726514,0.234750462107209,FALSE
22,1,6,1,1,0,0,0.0009765625,0.0009765625,0.792975970425139,0.856041131105398,0.144241417497231,0.86046511627907,0.851662404092072,0.201478743068392,FALSE
23,1,6,1,1,0,0,0.0009765625,0.0009765625,0.796672828096118,0.859335038363171,0.141850397664351,0.868217054263566,0.850632911392405,0.190388170055453,FALSE
24,1,6,1,1,0,0,0.0009765625,0.0009765625,0.805914972273567,0.86624203821656,0.14284875331387,0.878552971576227,0.85427135678392,0.192236598890943,FALSE
25,1,15,0.1,1,0,0,0.0009765625,0.0009765625,0.739371534195933,0.827838827838828,0.258574113225276,0.875968992248062,0.784722222222222,0.232902033271719,FALSE
26,1,15,0.1,1,0,0,0.0009765625,0.0009765625,0.765249537892791,0.835705045278137,0.19173462196718,0.834625322997416,0.836787564766839,0.229205175600739,FALSE
27,1,15,0.1,1,0,0,0.0009765625,0.0009765625,0.768946395563771,0.839537869062901,0.179594952850767,0.844961240310077,0.834183673469388,0.243992606284658,FALSE
28,1,15,0.1,1,0,0,0.0009765625,0.0009765625,0.789279112754159,0.853470437017995,0.170911775562938,0.857881136950904,0.849104859335038,0.208872458410351,FALSE
29,1,15,0.55,1,0,0,0.0009765625,0.0009765625,0.733826247689464,0.824817518248175,0.274027651934629,0.875968992248062,0.779310344827586,0.260628465804067,FALSE
30,1,15,0.55,1,0,0,0.0009765625,0.0009765625,0.800369685767098,0.862244897959184,0.144937749588912,0.873385012919897,0.851385390428212,0.205175600739372,FALSE
31,1,15,0.55,1,0,0,0.0009765625,0.0009765625,0.7818853974122,0.851010101010101,0.150105708245243,0.870801033591731,0.832098765432099,0.205175600739372,FALSE
32,1,15,0.55,1,0,0,0.0009765625,0.0009765625,0.787430683918669,0.853875476493011,0.149820463773952,0.868217054263566,0.84,0.199630314232902,FALSE
33,1,15,1,1,0,0,0.0009765625,0.0009765625,0.741219963031423,0.829683698296837,0.235670660089265,0.881136950904393,0.783908045977011,0.268022181146026,FALSE
34,1,15,1,1,0,0,0.0009765625,0.0009765625,0.77818853974122,0.846938775510204,0.145256552233296,0.857881136950904,0.836272040302267,0.208872458410351,FALSE
35,1,15,1,1,0,0,0.0009765625,0.0009765625,0.7818853974122,0.849489795918367,0.152094030001007,0.86046511627907,0.838790931989924,0.208872458410351,FALSE
36,1,15,1,1,0,0,0.0009765625,0.0009765625,0.794824399260628,0.858958068614994,0.143301788650626,0.873385012919897,0.845,0.199630314232902,FALSE
37,1,1,0.1,11.3137084989848,0,0,0.0009765625,0.0009765625,0.715341959334566,0.834051724137931,0.24234034699151,1,0.715341959334566,0.316081330868762,FALSE
38,1,1,0.1,11.3137084989848,0,0,0.0009765625,0.0009765625,0.820702402957486,0.877370417193426,0.136850229873486,0.896640826873385,0.858910891089109,0.158964879852126,FALSE
39,1,1,0.1,11.3137084989848,0,0,0.0009765625,0.0009765625,0.785582255083179,0.852791878172589,0.164535722675258,0.868217054263566,0.837905236907731,0.194085027726433,FALSE
40,1,1,0.1,11.3137084989848,0,0,0.0009765625,0.0009765625,0.798521256931608,0.863237139272271,0.146976408604316,0.888888888888889,0.839024390243902,0.192236598890943,FALSE
41,1,1,0.55,11.3137084989848,0,0,0.0009765625,0.0009765625,0.715341959334566,0.834051724137931,0.267936843518239,1,0.715341959334566,0.316081330868762,FALSE
42,1,1,0.55,11.3137084989848,0,0,0.0009765625,0.0009765625,0.815157116451017,0.873417721518987,0.123963891405752,0.891472868217054,0.856079404466501,0.179297597042514,FALSE
43,1,1,0.55,11.3137084989848,0,0,0.0009765625,0.0009765625,0.817005545286506,0.875784190715182,0.122973925299507,0.901808785529716,0.851219512195122,0.166358595194085,FALSE
44,1,1,0.55,11.3137084989848,0,0,0.0009765625,0.0009765625,0.815157116451017,0.874055415617129,0.127118359676499,0.896640826873385,0.852579852579853,0.179297597042514,FALSE
45,1,1,1,11.3137084989848,0,0,0.0009765625,0.0009765625,0.77634011090573,0.842652795838752,0.211047350582234,0.837209302325581,0.848167539267016,0.144177449168207,FALSE
46,1,1,1,11.3137084989848,0,0,0.0009765625,0.0009765625,0.818853974121996,0.875634517766497,0.12141347025068,0.891472868217054,0.860349127182045,0.171903881700555,FALSE
47,1,1,1,11.3137084989848,0,0,0.0009765625,0.0009765625,0.807763401109057,0.868020304568528,0.124702171213799,0.883720930232558,0.85286783042394,0.168207024029575,FALSE
48,1,1,1,11.3137084989848,0,0,0.0009765625,0.0009765625,0.800369685767098,0.863291139240506,0.126614987080103,0.881136950904393,0.846153846153846,0.168207024029575,FALSE
49,1,6,0.1,11.3137084989848,0,0,0.0009765625,0.0009765625,0.750462107208872,0.844649021864212,0.241190979563073,0.948320413436692,0.761410788381743,0.292051756007394,FALSE
50,1,6,0.1,11.3137084989848,0,0,0.0009765625,0.0009765625,0.765249537892791,0.833986928104575,0.165810933252794,0.824289405684755,0.843915343915344,0.207024029574861,FALSE
51,1,6,0.1,11.3137084989848,0,0,0.0009765625,0.0009765625,0.768946395563771,0.839124839124839,0.171717171717172,0.842377260981912,0.835897435897436,0.214417744916821,FALSE
52,1,6,0.1,11.3137084989848,0,0,0.0009765625,0.0009765625,0.770794824399261,0.84020618556701,0.159585892144032,0.842377260981912,0.838046272493573,0.208872458410351,FALSE
53,1,6,0.55,11.3137084989848,0,0,0.0009765625,0.0009765625,0.763401109057301,0.84869976359338,0.17518205308903,0.92764857881137,0.782135076252723,0.22735674676525,FALSE
54,1,6,0.55,11.3137084989848,0,0,0.0009765625,0.0009765625,0.796672828096118,0.859335038363171,0.130172153427967,0.868217054263566,0.850632911392405,0.201478743068392,FALSE
55,1,6,0.55,11.3137084989848,0,0,0.0009765625,0.0009765625,0.804066543438078,0.865822784810127,0.136665659921474,0.883720930232558,0.84863523573201,0.194085027726433,FALSE
56,1,6,0.55,11.3137084989848,0,0,0.0009765625,0.0009765625,0.800369685767098,0.862595419847328,0.1326722373234,0.875968992248062,0.849624060150376,0.190388170055453,FALSE
