"param_comb_id","eta","max_depth","subsample","min_child_weight","colsample_bytree","colsample_bylevel","lambda","alpha","accuracy","f1","auc","recall","precision","discrepancy","default"
1,1,1,0.1,1,0,0,0.0009765625,0.0009765625,0.810661764705882,0.895431472081218,0.342222002069436,1,0.810661764705882,0.0367647058823529,FALSE
2,1,1,0.1,1,0,0,0.0009765625,0.0009765625,0.783088235294118,0.874066168623266,0.412260859036171,0.928571428571429,0.825604838709677,0.0845588235294118,FALSE
3,1,1,0.1,1,0,0,0.0009765625,0.0009765625,0.78952205882353,0.874794969928923,0.367836778724435,0.90702947845805,0.844772967265047,0.124080882352941,FALSE
4,1,1,0.1,1,0,0,0.0009765625,0.0009765625,0.782169117647059,0.87013698630137,0.4152411773771,0.900226757369615,0.841993637327678,0.125919117647059,FALSE
5,1,1,0.55,1,0,0,0.0009765625,0.0009765625,0.810661764705882,0.895431472081218,0.338988508024569,1,0.810661764705882,0.0367647058823529,FALSE
6,1,1,0.55,1,0,0,0.0009765625,0.0009765625,0.80422794117647,0.887241926945474,0.302390859256324,0.950113378684807,0.832174776564052,0.0689338235294118,FALSE
7,1,1,0.55,1,0,0,0.0009765625,0.0009765625,0.803308823529412,0.886170212765957,0.311821654228034,0.944444444444444,0.834669338677355,0.0772058823529412,FALSE
8,1,1,0.55,1,0,0,0.0009765625,0.0009765625,0.801470588235294,0.884491978609626,0.312336261365388,0.937641723356009,0.837044534412955,0.0882352941176471,FALSE
9,1,1,1,1,0,0,0.0009765625,0.0009765625,0.810661764705882,0.895431472081218,0.396682297514475,1,0.810661764705882,0.0367647058823529,FALSE
10,1,1,1,1,0,0,0.0009765625,0.0009765625,0.809742647058823,0.891109942135718,0.284085155097638,0.96031746031746,0.831207065750736,0.0579044117647059,FALSE
11,1,1,1,1,0,0,0.0009765625,0.0009765625,0.801470588235294,0.886315789473684,0.302066133896924,0.954648526077097,0.827111984282908,0.0625,FALSE
12,1,1,1,1,0,0,0.0009765625,0.0009765625,0.795955882352941,0.882787750791975,0.309177068885807,0.947845804988662,0.826086956521739,0.0680147058823529,FALSE
13,1,6,0.1,1,0,0,0.0009765625,0.0009765625,0.800551470588235,0.88668407310705,0.345626114523479,0.962585034013605,0.82187802516941,0.0634191176470588,FALSE
14,1,6,0.1,1,0,0,0.0009765625,0.0009765625,0.715073529411765,0.822043628013777,0.48617165312727,0.811791383219955,0.832558139534884,0.202205882352941,FALSE
15,1,6,0.1,1,0,0,0.0009765625,0.0009765625,0.729779411764706,0.833710407239819,0.465862558615679,0.835600907029478,0.831828442437923,0.193014705882353,FALSE
16,1,6,0.1,1,0,0,0.0009765625,0.0009765625,0.704963235294118,0.81326352530541,0.420189111243203,0.792517006802721,0.835125448028674,0.238051470588235,FALSE
17,1,6,0.55,1,0,0,0.0009765625,0.0009765625,0.809742647058823,0.893791688045151,0.3347588226229,0.987528344671202,0.81630740393627,0.046875,FALSE
18,1,6,0.55,1,0,0,0.0009765625,0.0009765625,0.764705882352941,0.857142857142857,0.378349074257535,0.870748299319728,0.843956043956044,0.159926470588235,FALSE
19,1,6,0.55,1,0,0,0.0009765625,0.0009765625,0.754595588235294,0.850420168067227,0.379634216146005,0.860544217687075,0.840531561461794,0.162683823529412,FALSE
20,1,6,0.55,1,0,0,0.0009765625,0.0009765625,0.746323529411765,0.845117845117845,0.375924641701341,0.853741496598639,0.836666666666667,0.167279411764706,FALSE
21,1,6,1,1,0,0,0.0009765625,0.0009765625,0.817095588235294,0.89810547875064,0.325000550381965,0.994331065759637,0.818860877684407,0.0321691176470588,FALSE
22,1,6,1,1,0,0,0.0009765625,0.0009765625,0.764705882352941,0.857461024498886,0.386868987077031,0.873015873015873,0.842450765864333,0.152573529411765,FALSE
23,1,6,1,1,0,0,0.0009765625,0.0009765625,0.760110294117647,0.854433909648634,0.396104396451137,0.868480725623583,0.840834248079034,0.157169117647059,FALSE
24,1,6,1,1,0,0,0.0009765625,0.0009765625,0.764705882352941,0.857302118171683,0.396627259317967,0.8718820861678,0.843201754385965,0.154411764705882,FALSE
25,1,15,0.1,1,0,0,0.0009765625,0.0009765625,0.797794117647059,0.884816753926702,0.399095722431367,0.958049886621315,0.821984435797665,0.0790441176470588,FALSE
26,1,15,0.1,1,0,0,0.0009765625,0.0009765625,0.696691176470588,0.808362369337979,0.451670959645994,0.789115646258503,0.828571428571429,0.224264705882353,FALSE
27,1,15,0.1,1,0,0,0.0009765625,0.0009765625,0.737132352941177,0.836197021764032,0.424883869405367,0.82766439909297,0.844907407407407,0.200367647058824,FALSE
28,1,15,0.1,1,0,0,0.0009765625,0.0009765625,0.728860294117647,0.830557151062608,0.424294960702728,0.819727891156463,0.841676367869616,0.208639705882353,FALSE
29,1,15,0.55,1,0,0,0.0009765625,0.0009765625,0.810661764705882,0.894250513347023,0.348953173502411,0.987528344671202,0.817073170731707,0.0459558823529412,FALSE
30,1,15,0.55,1,0,0,0.0009765625,0.0009765625,0.759191176470588,0.854605993340733,0.386282830284217,0.873015873015873,0.83695652173913,0.152573529411765,FALSE
31,1,15,0.55,1,0,0,0.0009765625,0.0009765625,0.759191176470588,0.853794642857143,0.399918543469168,0.86734693877551,0.840659340659341,0.165441176470588,FALSE
32,1,15,0.55,1,0,0,0.0009765625,0.0009765625,0.746323529411765,0.846836847946726,0.408853994672303,0.865079365079365,0.829347826086957,0.159926470588235,FALSE
33,1,15,1,1,0,0,0.0009765625,0.0009765625,0.816176470588235,0.897119341563786,0.322251392466372,0.988662131519274,0.821092278719397,0.0459558823529412,FALSE
34,1,15,1,1,0,0,0.0009765625,0.0009765625,0.765625,0.858411993337035,0.39970114259296,0.876417233560091,0.841131664853101,0.153492647058824,FALSE
35,1,15,1,1,0,0,0.0009765625,0.0009765625,0.755514705882353,0.8515625,0.410161151839377,0.865079365079365,0.838461538461538,0.158088235294118,FALSE
36,1,15,1,1,0,0,0.0009765625,0.0009765625,0.75827205882353,0.85282596530498,0.400441406335997,0.863945578231292,0.841988950276243,0.166360294117647,FALSE
37,1,1,0.1,11.3137084989848,0,0,0.0009765625,0.0009765625,0.810661764705882,0.895431472081218,0.399247077471765,1,0.810661764705882,0.0367647058823529,FALSE
38,1,1,0.1,11.3137084989848,0,0,0.0009765625,0.0009765625,0.791360294117647,0.878933333333333,0.350904277568633,0.934240362811791,0.829808660624371,0.0873161764705882,FALSE
39,1,1,0.1,11.3137084989848,0,0,0.0009765625,0.0009765625,0.797794117647059,0.881465517241379,0.337469453800938,0.927437641723356,0.839835728952772,0.112132352941176,FALSE
40,1,1,0.1,11.3137084989848,0,0,0.0009765625,0.0009765625,0.769301470588235,0.861707988980716,0.36649384672963,0.886621315192744,0.838156484458735,0.131433823529412,FALSE
41,1,1,0.55,11.3137084989848,0,0,0.0009765625,0.0009765625,0.810661764705882,0.895431472081218,0.369124672522731,1,0.810661764705882,0.0367647058823529,FALSE
42,1,1,0.55,11.3137084989848,0,0,0.0009765625,0.0009765625,0.807904411764706,0.88959323824617,0.302594500583405,0.954648526077097,0.832838773491593,0.0689338235294118,FALSE
43,1,1,0.55,11.3137084989848,0,0,0.0009765625,0.0009765625,0.795955882352941,0.882165605095541,0.314799220659137,0.942176870748299,0.82934131736527,0.0827205882352941,FALSE
44,1,1,0.55,11.3137084989848,0,0,0.0009765625,0.0009765625,0.800551470588235,0.884880636604775,0.327909319067433,0.945578231292517,0.831505483549352,0.0762867647058824,FALSE
45,1,1,1,11.3137084989848,0,0,0.0009765625,0.0009765625,0.810661764705882,0.895431472081218,0.399858001453008,1,0.810661764705882,0.0367647058823529,FALSE
46,1,1,1,11.3137084989848,0,0,0.0009765625,0.0009765625,0.808823529411765,0.890526315789474,0.284910728045263,0.959183673469388,0.831041257367387,0.0551470588235294,FALSE
