"param_comb_id","eta","max_depth","subsample","min_child_weight","colsample_bytree","colsample_bylevel","lambda","alpha","accuracy","f1","auc","recall","precision","discrepancy","default"
1,1,1,0.1,1,0,0,0.0009765625,0.0009765625,0.944214876033058,0.971307120085016,0.515317286652079,1,0.944214876033058,0.0433884297520661,FALSE
2,1,1,0.1,1,0,0,0.0009765625,0.0009765625,0.96900826446281,0.983748645720477,0.0390631331550369,0.99343544857768,0.974248927038627,0.0227272727272727,FALSE
3,1,1,0.1,1,0,0,0.0009765625,0.0009765625,0.971074380165289,0.984848484848485,0.0390631331550369,0.99562363238512,0.974304068522484,0.0165289256198347,FALSE
4,1,1,0.1,1,0,0,0.0009765625,0.0009765625,0.975206611570248,0.98695652173913,0.0330658886457574,0.99343544857768,0.980561555075594,0.0206611570247934,FALSE
5,1,1,0.55,1,0,0,0.0009765625,0.0009765625,0.944214876033058,0.971307120085016,0.340019450522733,1,0.944214876033058,0.0433884297520661,FALSE
6,1,1,0.55,1,0,0,0.0009765625,0.0009765625,0.973140495867769,0.985915492957746,0.0218818380743983,0.99562363238512,0.976394849785408,0.0227272727272727,FALSE
7,1,1,0.55,1,0,0,0.0009765625,0.0009765625,0.971074380165289,0.984815618221258,0.0237458465029581,0.99343544857768,0.976344086021505,0.0165289256198347,FALSE
8,1,1,0.55,1,0,0,0.0009765625,0.0009765625,0.966942148760331,0.982683982683983,0.0243941972607181,0.99343544857768,0.972162740899358,0.0206611570247934,FALSE
9,1,1,1,1,0,0,0.0009765625,0.0009765625,0.944214876033058,0.971307120085016,0.25626063700462,1,0.944214876033058,0.0433884297520661,FALSE
10,1,1,1,1,0,0,0.0009765625,0.0009765625,0.973140495867769,0.985884907709012,0.0147499797390388,0.99343544857768,0.978448275862069,0.0227272727272727,FALSE
11,1,1,1,1,0,0,0.0009765625,0.0009765625,0.971074380165289,0.984815618221258,0.0158845935651187,0.99343544857768,0.976344086021505,0.0206611570247934,FALSE
12,1,1,1,1,0,0,0.0009765625,0.0009765625,0.971074380165289,0.984815618221258,0.0163708566334387,0.99343544857768,0.976344086021505,0.0206611570247934,FALSE
13,1,6,0.1,1,0,0,0.0009765625,0.0009765625,0.942148760330578,0.970212765957447,0.393913607261528,0.99781181619256,0.944099378881988,0.0454545454545455,FALSE
14,1,6,0.1,1,0,0,0.0009765625,0.0009765625,0.962809917355372,0.980519480519481,0.0325796255774374,0.991247264770241,0.970021413276231,0.0330578512396694,FALSE
15,1,6,0.1,1,0,0,0.0009765625,0.0009765625,0.977272727272727,0.988004362050164,0.0369559931923171,0.991247264770241,0.984782608695652,0.0144628099173554,FALSE
16,1,6,0.1,1,0,0,0.0009765625,0.0009765625,0.962809917355372,0.980434782608696,0.0547856390307156,0.986870897155361,0.974082073434125,0.0289256198347107,FALSE
17,1,6,0.55,1,0,0,0.0009765625,0.0009765625,0.944214876033058,0.971307120085016,0.281667882324337,1,0.944214876033058,0.0433884297520661,FALSE
18,1,6,0.55,1,0,0,0.0009765625,0.0009765625,0.96900826446281,0.983783783783784,0.0354972039873572,0.99562363238512,0.972222222222222,0.018595041322314,FALSE
19,1,6,0.55,1,0,0,0.0009765625,0.0009765625,0.962809917355372,0.980645161290323,0.0400356592916768,0.99781181619256,0.964059196617336,0.0247933884297521,FALSE
20,1,6,0.55,1,0,0,0.0009765625,0.0009765625,0.960743801652893,0.979591836734694,0.0478158683847962,0.99781181619256,0.962025316455696,0.0268595041322314,FALSE
