"param_comb_id","eta","max_depth","subsample","min_child_weight","colsample_bytree","colsample_bylevel","lambda","alpha","accuracy","f1","auc","recall","precision","discrepancy","default"
1,1,1,0.1,1,0,0,0.0009765625,0.0009765625,0.815165876777251,0.893150684931507,0.368100358422939,0.905555555555556,0.881081081081081,0.109004739336493,FALSE
2,1,1,0.1,1,0,0,0.0009765625,0.0009765625,0.805687203791469,0.881159420289855,0.297939068100358,0.844444444444444,0.921212121212121,0.213270142180095,FALSE
3,1,1,0.1,1,0,0,0.0009765625,0.0009765625,0.772511848341232,0.864406779661017,0.41084229390681,0.85,0.879310344827586,0.170616113744076,FALSE
4,1,1,0.1,1,0,0,0.0009765625,0.0009765625,0.791469194312796,0.874285714285714,0.311917562724014,0.85,0.9,0.180094786729858,FALSE
5,1,1,0.55,1,0,0,0.0009765625,0.0009765625,0.853080568720379,0.920716112531969,0.225806451612903,1,0.853080568720379,0.0805687203791469,FALSE
6,1,1,0.55,1,0,0,0.0009765625,0.0009765625,0.819905213270142,0.896174863387978,0.188172043010753,0.911111111111111,0.881720430107527,0.14218009478673,FALSE
7,1,1,0.55,1,0,0,0.0009765625,0.0009765625,0.819905213270142,0.895027624309392,0.220430107526882,0.9,0.89010989010989,0.14218009478673,FALSE
8,1,1,0.55,1,0,0,0.0009765625,0.0009765625,0.81042654028436,0.888888888888889,0.243906810035842,0.888888888888889,0.888888888888889,0.14218009478673,FALSE
9,1,1,1,1,0,0,0.0009765625,0.0009765625,0.853080568720379,0.920716112531969,0.254032258064516,1,0.853080568720379,0.0805687203791469,FALSE
10,1,1,1,1,0,0,0.0009765625,0.0009765625,0.824644549763033,0.899728997289973,0.175806451612903,0.922222222222222,0.878306878306878,0.109004739336493,FALSE
11,1,1,1,1,0,0,0.0009765625,0.0009765625,0.800947867298578,0.885245901639344,0.20573476702509,0.9,0.870967741935484,0.123222748815166,FALSE
12,1,1,1,1,0,0,0.0009765625,0.0009765625,0.805687203791469,0.888283378746594,0.225089605734767,0.905555555555556,0.871657754010695,0.127962085308057,FALSE
13,1,6,0.1,1,0,0,0.0009765625,0.0009765625,0.834123222748815,0.905660377358491,0.200537634408602,0.933333333333333,0.879581151832461,0.0900473933649289,FALSE
14,1,6,0.1,1,0,0,0.0009765625,0.0009765625,0.791469194312796,0.876404494382023,0.387634408602151,0.866666666666667,0.886363636363636,0.180094786729858,FALSE
15,1,6,0.1,1,0,0,0.0009765625,0.0009765625,0.796208530805687,0.87887323943662,0.37168458781362,0.866666666666667,0.891428571428571,0.156398104265403,FALSE
16,1,6,0.1,1,0,0,0.0009765625,0.0009765625,0.772511848341232,0.864406779661017,0.354659498207885,0.85,0.879310344827586,0.180094786729858,FALSE
17,1,6,0.55,1,0,0,0.0009765625,0.0009765625,0.829383886255924,0.904255319148936,0.287007168458781,0.944444444444444,0.86734693877551,0.0853080568720379,FALSE
18,1,6,0.55,1,0,0,0.0009765625,0.0009765625,0.805687203791469,0.887052341597796,0.4,0.894444444444444,0.879781420765027,0.137440758293839,FALSE
19,1,6,0.55,1,0,0,0.0009765625,0.0009765625,0.786729857819905,0.873239436619718,0.43010752688172,0.861111111111111,0.885714285714286,0.165876777251185,FALSE
20,1,6,0.55,1,0,0,0.0009765625,0.0009765625,0.796208530805687,0.880886426592798,0.441308243727599,0.883333333333333,0.878453038674033,0.156398104265403,FALSE
21,1,6,1,1,0,0,0.0009765625,0.0009765625,0.853080568720379,0.916890080428954,0.189874551971326,0.95,0.8860103626943,0.0805687203791469,FALSE
22,1,6,1,1,0,0,0.0009765625,0.0009765625,0.791469194312796,0.877777777777778,0.393817204301075,0.877777777777778,0.877777777777778,0.132701421800948,FALSE
23,1,6,1,1,0,0,0.0009765625,0.0009765625,0.781990521327014,0.871508379888268,0.397222222222222,0.866666666666667,0.876404494382023,0.123222748815166,FALSE
24,1,6,1,1,0,0,0.0009765625,0.0009765625,0.786729857819905,0.873949579831933,0.401254480286738,0.866666666666667,0.88135593220339,0.137440758293839,FALSE
25,1,15,0.1,1,0,0,0.0009765625,0.0009765625,0.824644549763033,0.90185676392573,0.339874551971326,0.944444444444444,0.862944162436548,0.118483412322275,FALSE
26,1,15,0.1,1,0,0,0.0009765625,0.0009765625,0.800947867298578,0.877906976744186,0.256003584229391,0.838888888888889,0.920731707317073,0.199052132701422,FALSE
27,1,15,0.1,1,0,0,0.0009765625,0.0009765625,0.819905213270142,0.893258426966292,0.35663082437276,0.883333333333333,0.903409090909091,0.161137440758294,FALSE
28,1,15,0.1,1,0,0,0.0009765625,0.0009765625,0.781990521327014,0.871508379888268,0.407795698924731,0.866666666666667,0.876404494382023,0.180094786729858,FALSE
29,1,15,0.55,1,0,0,0.0009765625,0.0009765625,0.834123222748815,0.906166219839142,0.223745519713262,0.938888888888889,0.875647668393782,0.0805687203791469,FALSE
30,1,15,0.55,1,0,0,0.0009765625,0.0009765625,0.819905213270142,0.893854748603352,0.341039426523297,0.888888888888889,0.898876404494382,0.123222748815166,FALSE
31,1,15,0.55,1,0,0,0.0009765625,0.0009765625,0.772511848341232,0.863636363636364,0.370609318996416,0.844444444444444,0.883720930232558,0.161137440758294,FALSE
32,1,15,0.55,1,0,0,0.0009765625,0.0009765625,0.800947867298578,0.883333333333333,0.42078853046595,0.883333333333333,0.883333333333333,0.151658767772512,FALSE
33,1,15,1,1,0,0,0.0009765625,0.0009765625,0.829383886255924,0.903225806451613,0.271594982078853,0.933333333333333,0.875,0.123222748815166,FALSE
34,1,15,1,1,0,0,0.0009765625,0.0009765625,0.777251184834123,0.868347338935574,0.381003584229391,0.861111111111111,0.875706214689266,0.156398104265403,FALSE
35,1,15,1,1,0,0,0.0009765625,0.0009765625,0.781990521327014,0.870786516853933,0.394623655913978,0.861111111111111,0.880681818181818,0.14218009478673,FALSE
36,1,15,1,1,0,0,0.0009765625,0.0009765625,0.781990521327014,0.870786516853933,0.398118279569892,0.861111111111111,0.880681818181818,0.123222748815166,FALSE
37,1,1,0.1,11.3137084989848,0,0,0.0009765625,0.0009765625,0.853080568720379,0.920716112531969,0.261111111111111,1,0.853080568720379,0.0805687203791469,FALSE
38,1,1,0.1,11.3137084989848,0,0,0.0009765625,0.0009765625,0.834123222748815,0.902506963788301,0.215770609318996,0.9,0.905027932960894,0.184834123222749,FALSE
39,1,1,0.1,11.3137084989848,0,0,0.0009765625,0.0009765625,0.76303317535545,0.852941176470588,0.270071684587814,0.805555555555556,0.90625,0.265402843601896,FALSE
40,1,1,0.1,11.3137084989848,0,0,0.0009765625,0.0009765625,0.81042654028436,0.888268156424581,0.316397849462366,0.883333333333333,0.893258426966292,0.180094786729858,FALSE
41,1,1,0.55,11.3137084989848,0,0,0.0009765625,0.0009765625,0.853080568720379,0.920716112531969,0.281899641577061,1,0.853080568720379,0.0805687203791469,FALSE
42,1,1,0.55,11.3137084989848,0,0,0.0009765625,0.0009765625,0.829383886255924,0.902173913043478,0.176523297491039,0.922222222222222,0.882978723404255,0.0947867298578199,FALSE
43,1,1,0.55,11.3137084989848,0,0,0.0009765625,0.0009765625,0.805687203791469,0.887052341597796,0.263978494623656,0.894444444444444,0.879781420765027,0.127962085308057,FALSE
44,1,1,0.55,11.3137084989848,0,0,0.0009765625,0.0009765625,0.800947867298578,0.882022471910112,0.256451612903226,0.872222222222222,0.892045454545455,0.123222748815166,FALSE
45,1,1,1,11.3137084989848,0,0,0.0009765625,0.0009765625,0.853080568720379,0.920716112531969,0.271057347670251,1,0.853080568720379,0.0805687203791469,FALSE
46,1,1,1,11.3137084989848,0,0,0.0009765625,0.0009765625,0.824644549763033,0.899728997289973,0.186200716845878,0.922222222222222,0.878306878306878,0.109004739336493,FALSE
47,1,1,1,11.3137084989848,0,0,0.0009765625,0.0009765625,0.819905213270142,0.896174863387978,0.201254480286738,0.911111111111111,0.881720430107527,0.123222748815166,FALSE
48,1,1,1,11.3137084989848,0,0,0.0009765625,0.0009765625,0.819905213270142,0.896174863387978,0.22078853046595,0.911111111111111,0.881720430107527,0.123222748815166,FALSE
49,1,6,0.1,11.3137084989848,0,0,0.0009765625,0.0009765625,0.853080568720379,0.920716112531969,0.21173835125448,1,0.853080568720379,0.0805687203791469,FALSE
50,1,6,0.1,11.3137084989848,0,0,0.0009765625,0.0009765625,0.819905213270142,0.892045454545455,0.19426523297491,0.872222222222222,0.912790697674419,0.151658767772512,FALSE
51,1,6,0.1,11.3137084989848,0,0,0.0009765625,0.0009765625,0.767772511848341,0.855457227138643,0.335573476702509,0.805555555555556,0.911949685534591,0.213270142180095,FALSE
52,1,6,0.1,11.3137084989848,0,0,0.0009765625,0.0009765625,0.815165876777251,0.89196675900277,0.254032258064516,0.894444444444444,0.889502762430939,0.165876777251185,FALSE
53,1,6,0.55,11.3137084989848,0,0,0.0009765625,0.0009765625,0.843601895734597,0.912928759894459,0.211827956989247,0.961111111111111,0.869346733668342,0.0616113744075829,FALSE
54,1,6,0.55,11.3137084989848,0,0,0.0009765625,0.0009765625,0.791469194312796,0.880434782608696,0.291756272401434,0.9,0.861702127659574,0.113744075829384,FALSE
55,1,6,0.55,11.3137084989848,0,0,0.0009765625,0.0009765625,0.796208530805687,0.880886426592798,0.328136200716846,0.883333333333333,0.878453038674033,0.127962085308057,FALSE
56,1,6,0.55,11.3137084989848,0,0,0.0009765625,0.0009765625,0.786729857819905,0.874651810584958,0.353225806451613,0.872222222222222,0.877094972067039,0.146919431279621,FALSE
57,1,6,1,11.3137084989848,0,0,0.0009765625,0.0009765625,0.838862559241706,0.910994764397906,0.199641577060932,0.966666666666667,0.861386138613861,0.0758293838862559,FALSE
58,1,6,1,11.3137084989848,0,0,0.0009765625,0.0009765625,0.796208530805687,0.87887323943662,0.311290322580645,0.866666666666667,0.891428571428571,0.165876777251185,FALSE
59,1,6,1,11.3137084989848,0,0,0.0009765625,0.0009765625,0.81042654028436,0.888888888888889,0.321863799283154,0.888888888888889,0.888888888888889,0.14218009478673,FALSE
60,1,6,1,11.3137084989848,0,0,0.0009765625,0.0009765625,0.796208530805687,0.879551820728291,0.324372759856631,0.872222222222222,0.887005649717514,0.156398104265403,FALSE
61,1,15,0.1,11.3137084989848,0,0,0.0009765625,0.0009765625,0.853080568720379,0.920716112531969,0.230913978494624,1,0.853080568720379,0.0805687203791469,FALSE
62,1,15,0.1,11.3137084989848,0,0,0.0009765625,0.0009765625,0.805687203791469,0.887671232876712,0.282706093189964,0.9,0.875675675675676,0.165876777251185,FALSE
63,1,15,0.1,11.3137084989848,0,0,0.0009765625,0.0009765625,0.781990521327014,0.868571428571429,0.265591397849462,0.844444444444444,0.894117647058824,0.180094786729858,FALSE
64,1,15,0.1,11.3137084989848,0,0,0.0009765625,0.0009765625,0.786729857819905,0.869565217391304,0.268548387096774,0.833333333333333,0.909090909090909,0.194312796208531,FALSE
65,1,15,0.55,11.3137084989848,0,0,0.0009765625,0.0009765625,0.829383886255924,0.904761904761905,0.227240143369176,0.95,0.863636363636364,0.0758293838862559,FALSE
66,1,15,0.55,11.3137084989848,0,0,0.0009765625,0.0009765625,0.781990521327014,0.871508379888268,0.332437275985663,0.866666666666667,0.876404494382023,0.14218009478673,FALSE
67,1,15,0.55,11.3137084989848,0,0,0.0009765625,0.0009765625,0.819905213270142,0.893854748603352,0.294444444444444,0.888888888888889,0.898876404494382,0.123222748815166,FALSE
68,1,15,0.55,11.3137084989848,0,0,0.0009765625,0.0009765625,0.824644549763033,0.896935933147632,0.302508960573477,0.894444444444444,0.899441340782123,0.127962085308057,FALSE
69,1,15,1,11.3137084989848,0,0,0.0009765625,0.0009765625,0.838862559241706,0.910526315789474,0.262275985663082,0.961111111111111,0.865,0.0758293838862559,FALSE
70,1,15,1,11.3137084989848,0,0,0.0009765625,0.0009765625,0.800947867298578,0.882022471910112,0.294623655913978,0.872222222222222,0.892045454545455,0.151658767772512,FALSE
71,1,15,1,11.3137084989848,0,0,0.0009765625,0.0009765625,0.800947867298578,0.88268156424581,0.312544802867384,0.877777777777778,0.887640449438202,0.151658767772512,FALSE
