"param_comb_id","cost","gamma","kernel","accuracy","f1","auc","recall","precision","balanced_accuracy","discrepancy","default"
1,0.0009765625,0.0009765625,2,0.821691176470588,0.900614754098361,0.607709750566893,0.996598639455782,0.821495327102804,0.996598639455782,0.0165441176470588,FALSE
2,0.00160221749220242,0.0009765625,2,0.821691176470588,0.9007164790174,0.594737247649869,0.997732426303855,0.82089552238806,0.997732426303855,0.0147058823529412,FALSE
3,0.00262871131373507,0.0009765625,2,0.818014705882353,0.898876404494382,0.589282962375889,0.997732426303855,0.817843866171004,0.997732426303855,0.0165441176470588,FALSE
4,0.00431284966278833,0.0009765625,2,0.818014705882353,0.898876404494382,0.600004403055721,0.997732426303855,0.817843866171004,0.997732426303855,0.0165441176470588,FALSE
5,0.00707596612706177,0.0009765625,2,0.817095588235294,0.898417559979581,0.610555225326377,0.997732426303855,0.817084493964717,0.997732426303855,0.0174632352941176,FALSE
6,0.0116093303838824,0.0009765625,2,0.818933823529412,0.899541050484447,0.623555247341655,1,0.817423540315107,1,0.0174632352941176,FALSE
7,0.0190470883469449,0.0009765625,2,0.817095588235294,0.898417559979581,0.640507011866235,0.997732426303855,0.817084493964717,0.997732426303855,0.0174632352941176,FALSE
8,0.03125,0.0009765625,2,0.818014705882353,0.898876404494382,0.646748343350285,0.997732426303855,0.817843866171004,0.997732426303855,0.0165441176470588,FALSE
9,0.0512709597504774,0.0009765625,2,0.818014705882353,0.898876404494382,0.655262752350131,0.997732426303855,0.817843866171004,0.997732426303855,0.0165441176470588,FALSE
10,0.0841187620395223,0.0009765625,2,0.818014705882353,0.898979591836735,0.6593300750721,0.998866213151927,0.817254174397032,0.998866213151927,0.0183823529411765,FALSE
11,0.138011189209227,0.0009765625,2,0.818014705882353,0.898876404494382,0.651222948726416,0.997732426303855,0.817843866171004,0.997732426303855,0.0165441176470588,FALSE
12,0.226430916065977,0.0009765625,2,0.818014705882353,0.898979591836735,0.653121766505955,0.998866213151927,0.817254174397032,0.998866213151927,0.0183823529411765,FALSE
13,0.371498572284237,0.0009765625,2,0.818014705882353,0.898979591836735,0.648570107654712,0.998866213151927,0.817254174397032,0.998866213151927,0.0183823529411765,FALSE
14,0.609506827102238,0.0009765625,2,0.818014705882353,0.898979591836735,0.643605662329657,0.998866213151927,0.817254174397032,0.998866213151927,0.0183823529411765,FALSE
