"param_comb_id","cost","gamma","kernel","accuracy","f1","auc","recall","precision","balanced_accuracy","discrepancy","default"
1,0.0009765625,0.0009765625,2,0.917808219178082,0.955223880597015,0.909615384615385,0.984615384615385,0.927536231884058,0.984615384615385,0.047945205479452,FALSE
2,0.00160221749220242,0.0009765625,2,0.897260273972603,0.945454545454545,0.909615384615385,1,0.896551724137931,1,0.0684931506849315,FALSE
3,0.00262871131373507,0.0009765625,2,0.917808219178082,0.955223880597015,0.920192307692308,0.984615384615385,0.927536231884058,0.984615384615385,0.047945205479452,FALSE
4,0.00431284966278833,0.0009765625,2,0.938356164383562,0.966037735849057,0.93125,0.984615384615385,0.948148148148148,0.984615384615385,0.0273972602739726,FALSE
5,0.00707596612706177,0.0009765625,2,0.924657534246575,0.959409594095941,0.929807692307692,1,0.921985815602837,1,0.0410958904109589,FALSE
6,0.0116093303838824,0.0009765625,2,0.924657534246575,0.959409594095941,0.931730769230769,1,0.921985815602837,1,0.0410958904109589,FALSE
7,0.0190470883469449,0.0009765625,2,0.931506849315068,0.962962962962963,0.935096153846154,1,0.928571428571429,1,0.0342465753424658,FALSE
8,0.03125,0.0009765625,2,0.945205479452055,0.970149253731343,0.936538461538462,1,0.942028985507246,1,0.0205479452054795,FALSE
9,0.0512709597504774,0.0009765625,2,0.931506849315068,0.962962962962963,0.932692307692308,1,0.928571428571429,1,0.0342465753424658,FALSE
10,0.0841187620395223,0.0009765625,2,0.931506849315068,0.962962962962963,0.932692307692308,1,0.928571428571429,1,0.0342465753424658,FALSE
11,0.138011189209227,0.0009765625,2,0.931506849315068,0.962962962962963,0.934615384615385,1,0.928571428571429,1,0.0342465753424658,FALSE
12,0.226430916065977,0.0009765625,2,0.931506849315068,0.962962962962963,0.932692307692308,1,0.928571428571429,1,0.0342465753424658,FALSE
13,0.371498572284237,0.0009765625,2,0.938356164383562,0.966542750929368,0.933653846153846,1,0.935251798561151,1,0.0273972602739726,FALSE
14,0.609506827102238,0.0009765625,2,0.945205479452055,0.970149253731343,0.933173076923077,1,0.942028985507246,1,0.0205479452054795,FALSE
15,1,0.0009765625,2,0.931506849315068,0.962962962962963,0.933653846153846,1,0.928571428571429,1,0.0342465753424658,FALSE
16,1.64067071201528,0.0009765625,2,0.938356164383562,0.966542750929368,0.932211538461538,1,0.935251798561151,1,0.0273972602739726,FALSE
17,2.69180038526471,0.0009765625,2,0.945205479452055,0.970149253731343,0.934134615384615,1,0.942028985507246,1,0.0205479452054795,FALSE
18,4.41635805469525,0.0009765625,2,0.945205479452055,0.970149253731343,0.937980769230769,1,0.942028985507246,1,0.0205479452054795,FALSE
19,7.24578931411126,0.0009765625,2,0.945205479452055,0.970149253731343,0.938942307692308,1,0.942028985507246,1,0.0205479452054795,FALSE
20,11.8879543130956,0.0009765625,2,0.945205479452055,0.970149253731343,0.941346153846154,1,0.942028985507246,1,0.0205479452054795,FALSE
21,19.5042184672716,0.0009765625,2,0.945205479452055,0.970149253731343,0.944230769230769,1,0.942028985507246,1,0.0205479452054795,FALSE
22,32,0.0009765625,2,0.931506849315068,0.962962962962963,0.911057692307692,1,0.928571428571429,1,0.0205479452054795,FALSE
23,52.5014627844889,0.0009765625,2,0.924657534246575,0.95910780669145,0.8875,0.992307692307692,0.928057553956835,0.992307692307692,0.0273972602739726,FALSE
24,86.1376123284709,0.0009765625,2,0.931506849315068,0.962962962962963,0.891346153846154,1,0.928571428571429,1,0.0205479452054795,FALSE
25,141.323457750248,0.0009765625,2,0.924657534246575,0.95910780669145,0.889903846153846,0.992307692307692,0.928057553956835,0.992307692307692,0.0273972602739726,FALSE
26,231.86525805156,0.0009765625,2,0.931506849315068,0.962962962962963,0.892307692307692,1,0.928571428571429,1,0.0205479452054795,FALSE
27,380.414538019059,0.0009765625,2,0.931506849315068,0.962962962962963,0.892307692307692,1,0.928571428571429,1,0.0205479452054795,FALSE
28,624.134990952691,0.0009765625,2,0.931506849315068,0.962962962962963,0.895192307692308,1,0.928571428571429,1,0.0205479452054795,FALSE
29,1024,0.0009765625,2,0.924657534246575,0.95910780669145,0.895192307692308,0.992307692307692,0.928057553956835,0.992307692307692,0.0273972602739726,FALSE
30,0.0009765625,0.00160221749220242,2,0.904109589041096,0.948905109489051,0.914423076923077,1,0.902777777777778,1,0.0616438356164384,FALSE
31,0.00160221749220242,0.00160221749220242,2,0.910958904109589,0.951672862453532,0.920673076923077,0.984615384615385,0.920863309352518,0.984615384615385,0.0547945205479452,FALSE
32,0.00262871131373507,0.00160221749220242,2,0.931506849315068,0.962686567164179,0.932211538461538,0.992307692307692,0.934782608695652,0.992307692307692,0.0342465753424658,FALSE
33,0.00431284966278833,0.00160221749220242,2,0.931506849315068,0.962962962962963,0.940384615384615,1,0.928571428571429,1,0.0342465753424658,FALSE
34,0.00707596612706177,0.00160221749220242,2,0.938356164383562,0.966542750929368,0.933173076923077,1,0.935251798561151,1,0.0273972602739726,FALSE
35,0.0116093303838824,0.00160221749220242,2,0.938356164383562,0.966542750929368,0.933173076923077,1,0.935251798561151,1,0.0273972602739726,FALSE
36,0.0190470883469449,0.00160221749220242,2,0.938356164383562,0.966542750929368,0.933173076923077,1,0.935251798561151,1,0.0273972602739726,FALSE
37,0.03125,0.00160221749220242,2,0.945205479452055,0.970149253731343,0.931730769230769,1,0.942028985507246,1,0.0205479452054795,FALSE
38,0.0512709597504774,0.00160221749220242,2,0.938356164383562,0.966542750929368,0.933173076923077,1,0.935251798561151,1,0.0273972602739726,FALSE
39,0.0841187620395223,0.00160221749220242,2,0.938356164383562,0.966542750929368,0.931730769230769,1,0.935251798561151,1,0.0273972602739726,FALSE
40,0.138011189209227,0.00160221749220242,2,0.931506849315068,0.962962962962963,0.931730769230769,1,0.928571428571429,1,0.0342465753424658,FALSE
41,0.226430916065977,0.00160221749220242,2,0.938356164383562,0.966542750929368,0.932692307692308,1,0.935251798561151,1,0.0273972602739726,FALSE
42,0.371498572284237,0.00160221749220242,2,0.938356164383562,0.966542750929368,0.932692307692308,1,0.935251798561151,1,0.0273972602739726,FALSE
43,0.609506827102238,0.00160221749220242,2,0.938356164383562,0.966542750929368,0.932692307692308,1,0.935251798561151,1,0.0273972602739726,FALSE
44,1,0.00160221749220242,2,0.931506849315068,0.962962962962963,0.932692307692308,1,0.928571428571429,1,0.0342465753424658,FALSE
45,1.64067071201528,0.00160221749220242,2,0.938356164383562,0.966542750929368,0.934134615384615,1,0.935251798561151,1,0.0273972602739726,FALSE
46,2.69180038526471,0.00160221749220242,2,0.945205479452055,0.970149253731343,0.937980769230769,1,0.942028985507246,1,0.0205479452054795,FALSE
47,4.41635805469525,0.00160221749220242,2,0.945205479452055,0.970149253731343,0.937980769230769,1,0.942028985507246,1,0.0205479452054795,FALSE
48,7.24578931411126,0.00160221749220242,2,0.945205479452055,0.970149253731343,0.939423076923077,1,0.942028985507246,1,0.0205479452054795,FALSE
49,11.8879543130956,0.00160221749220242,2,0.938356164383562,0.966542750929368,0.9375,1,0.935251798561151,1,0.0136986301369863,FALSE
50,19.5042184672716,0.00160221749220242,2,0.931506849315068,0.962962962962963,0.900480769230769,1,0.928571428571429,1,0.0205479452054795,FALSE
51,32,0.00160221749220242,2,0.924657534246575,0.95910780669145,0.893269230769231,0.992307692307692,0.928057553956835,0.992307692307692,0.0273972602739726,FALSE
52,52.5014627844889,0.00160221749220242,2,0.924657534246575,0.95910780669145,0.891826923076923,0.992307692307692,0.928057553956835,0.992307692307692,0.0273972602739726,FALSE
53,86.1376123284709,0.00160221749220242,2,0.924657534246575,0.95910780669145,0.890865384615385,0.992307692307692,0.928057553956835,0.992307692307692,0.0273972602739726,FALSE
54,141.323457750248,0.00160221749220242,2,0.924657534246575,0.95910780669145,0.892307692307692,0.992307692307692,0.928057553956835,0.992307692307692,0.0273972602739726,FALSE
55,231.86525805156,0.00160221749220242,2,0.931506849315068,0.962962962962963,0.892307692307692,1,0.928571428571429,1,0.0205479452054795,FALSE
56,380.414538019059,0.00160221749220242,2,0.924657534246575,0.95910780669145,0.895673076923077,0.992307692307692,0.928057553956835,0.992307692307692,0.0273972602739726,FALSE
57,624.134990952691,0.00160221749220242,2,0.924657534246575,0.95910780669145,0.897596153846154,0.992307692307692,0.928057553956835,0.992307692307692,0.0273972602739726,FALSE
58,1024,0.00160221749220242,2,0.917808219178082,0.955223880597015,0.903846153846154,0.984615384615385,0.927536231884058,0.984615384615385,0.0205479452054795,FALSE
59,0.0009765625,0.00262871131373507,2,0.924657534246575,0.959409594095941,0.912019230769231,1,0.921985815602837,1,0.0273972602739726,FALSE
60,0.00160221749220242,0.00262871131373507,2,0.931506849315068,0.962962962962963,0.919230769230769,1,0.928571428571429,1,0.0342465753424658,FALSE
61,0.00262871131373507,0.00262871131373507,2,0.931506849315068,0.962962962962963,0.926442307692308,1,0.928571428571429,1,0.0342465753424658,FALSE
62,0.00431284966278833,0.00262871131373507,2,0.945205479452055,0.970149253731343,0.932211538461538,1,0.942028985507246,1,0.0205479452054795,FALSE
63,0.00707596612706177,0.00262871131373507,2,0.945205479452055,0.970149253731343,0.932692307692308,1,0.942028985507246,1,0.0205479452054795,FALSE
64,0.0116093303838824,0.00262871131373507,2,0.945205479452055,0.970149253731343,0.932211538461538,1,0.942028985507246,1,0.0205479452054795,FALSE
65,0.0190470883469449,0.00262871131373507,2,0.945205479452055,0.970149253731343,0.931730769230769,1,0.942028985507246,1,0.0205479452054795,FALSE
66,0.03125,0.00262871131373507,2,0.938356164383562,0.966542750929368,0.929326923076923,1,0.935251798561151,1,0.0273972602739726,FALSE
67,0.0512709597504774,0.00262871131373507,2,0.938356164383562,0.966542750929368,0.929326923076923,1,0.935251798561151,1,0.0273972602739726,FALSE
68,0.0841187620395223,0.00262871131373507,2,0.938356164383562,0.966542750929368,0.930288461538462,1,0.935251798561151,1,0.0273972602739726,FALSE
69,0.138011189209227,0.00262871131373507,2,0.938356164383562,0.966542750929368,0.929807692307692,1,0.935251798561151,1,0.0273972602739726,FALSE
70,0.226430916065977,0.00262871131373507,2,0.938356164383562,0.966542750929368,0.929807692307692,1,0.935251798561151,1,0.0273972602739726,FALSE
71,0.371498572284237,0.00262871131373507,2,0.938356164383562,0.966542750929368,0.929807692307692,1,0.935251798561151,1,0.0273972602739726,FALSE
72,0.609506827102238,0.00262871131373507,2,0.938356164383562,0.966542750929368,0.929807692307692,1,0.935251798561151,1,0.0273972602739726,FALSE
73,1,0.00262871131373507,2,0.938356164383562,0.966542750929368,0.933173076923077,1,0.935251798561151,1,0.0273972602739726,FALSE
