"param_comb_id","lambda","alpha","accuracy","f1","auc","recall","precision","brier_score","balanced_accuracy","discrepancy","default"
1,0.0009765625,0,0.877358490566038,0.902255639097744,0.921969696969697,0.909090909090909,0.895522388059702,0.103867115553196,0.909090909090909,0.00943396226415094,FALSE
2,0.00107046276643002,0,0.877358490566038,0.902255639097744,0.921590909090909,0.909090909090909,0.895522388059702,0.103757515311499,0.909090909090909,0.00943396226415094,FALSE
3,0.00117339190713652,0,0.877358490566038,0.902255639097744,0.921969696969697,0.909090909090909,0.895522388059702,0.103641151720776,0.909090909090909,0.00943396226415094,FALSE
4,0.00128621808334843,0,0.877358490566038,0.902255639097744,0.921969696969697,0.909090909090909,0.895522388059702,0.10352495594251,0.909090909090909,0.00943396226415094,FALSE
5,0.00140989293335909,0,0.877358490566038,0.902255639097744,0.921969696969697,0.909090909090909,0.895522388059702,0.103392658557442,0.909090909090909,0.00943396226415094,FALSE
6,0.00154545959916923,0,0.877358490566038,0.902255639097744,0.922348484848485,0.909090909090909,0.895522388059702,0.103268658962674,0.909090909090909,0.00943396226415094,FALSE
7,0.0016940615249229,0,0.867924528301887,0.895522388059702,0.922348484848485,0.909090909090909,0.88235294117647,0.103135728226252,0.909090909090909,0.0188679245283019,FALSE
8,0.00185695210134695,0,0.867924528301887,0.895522388059702,0.922727272727273,0.909090909090909,0.88235294117647,0.103004485714726,0.909090909090909,0.0188679245283019,FALSE
9,0.00203550523754075,0,0.867924528301887,0.895522388059702,0.923863636363636,0.909090909090909,0.88235294117647,0.102869430106924,0.909090909090909,0.0188679245283019,FALSE
10,0.00223122694928452,0,0.867924528301887,0.895522388059702,0.923863636363636,0.909090909090909,0.88235294117647,0.102732403077971,0.909090909090909,0.0188679245283019,FALSE
11,0.00244576806160826,0,0.877358490566038,0.902255639097744,0.924242424242424,0.909090909090909,0.895522388059702,0.102590798396619,0.909090909090909,0.0283018867924528,FALSE
12,0.00268093813276197,0,0.877358490566038,0.902255639097744,0.923863636363636,0.909090909090909,0.895522388059702,0.1024487019703,0.909090909090909,0.0283018867924528,FALSE
13,0.00293872071702949,0,0.877358490566038,0.902255639097744,0.923484848484848,0.909090909090909,0.895522388059702,0.102302489405433,0.909090909090909,0.0283018867924528,FALSE
14,0.003221290095121,0,0.877358490566038,0.902255639097744,0.923863636363636,0.909090909090909,0.895522388059702,0.102156937077,0.909090909090909,0.0283018867924528,FALSE
15,0.00353102961325757,0,0.858490566037736,0.887218045112782,0.923863636363636,0.893939393939394,0.880597014925373,0.102007044329686,0.893939393939394,0.0471698113207547,FALSE
16,0.00387055178562971,0,0.858490566037736,0.887218045112782,0.925,0.893939393939394,0.880597014925373,0.10185641751097,0.893939393939394,0.0471698113207547,FALSE
17,0.00424272032978517,0,0.858490566037736,0.887218045112782,0.925,0.893939393939394,0.880597014925373,0.101708993143021,0.893939393939394,0.0471698113207547,FALSE
18,0.00465067432080457,0,0.849056603773585,0.878787878787879,0.925,0.878787878787879,0.878787878787879,0.101557528488296,0.878787878787879,0.0566037735849057,FALSE
19,0.00509785466799463,0,0.849056603773585,0.878787878787879,0.925757575757576,0.878787878787879,0.878787878787879,0.1014136845633,0.878787878787879,0.0566037735849057,FALSE
20,0.00558803313741795,0,0.849056603773585,0.878787878787879,0.925757575757576,0.878787878787879,0.878787878787879,0.101279614657409,0.878787878787879,0.0566037735849057,FALSE
21,0.00612534416505143,0,0.849056603773585,0.878787878787879,0.925378787878788,0.878787878787879,0.878787878787879,0.101149936767976,0.878787878787879,0.0566037735849057,FALSE
22,0.0067143197289031,0,0.849056603773585,0.878787878787879,0.926893939393939,0.878787878787879,0.878787878787879,0.101024699503851,0.878787878787879,0.0566037735849057,FALSE
23,0.007359927574218,0,0.849056603773585,0.878787878787879,0.927651515151515,0.878787878787879,0.878787878787879,0.100914816861356,0.878787878787879,0.0566037735849057,FALSE
24,0.0080676131141857,0,0.849056603773585,0.878787878787879,0.928030303030303,0.878787878787879,0.878787878787879,0.100815152466959,0.878787878787879,0.0566037735849057,FALSE
25,0.00884334535956309,0,0.849056603773585,0.878787878787879,0.928787878787879,0.878787878787879,0.878787878787879,0.100736765393764,0.878787878787879,0.0566037735849057,FALSE
26,0.00969366726460823,0,0.849056603773585,0.878787878787879,0.929166666666667,0.878787878787879,0.878787878787879,0.100674876376834,0.878787878787879,0.0566037735849057,FALSE
27,0.0106257509139708,0,0.849056603773585,0.878787878787879,0.929545454545455,0.878787878787879,0.878787878787879,0.100639861106996,0.878787878787879,0.0566037735849057,FALSE
28,0.0116474580160159,0,0.849056603773585,0.878787878787879,0.931060606060606,0.878787878787879,0.878787878787879,0.100632326966829,0.878787878787879,0.0566037735849057,FALSE
29,0.0127674062128147,0,0.849056603773585,0.878787878787879,0.93219696969697,0.878787878787879,0.878787878787879,0.100654008923911,0.878787878787879,0.0566037735849057,FALSE
30,0.0139950417660984,0,0.858490566037736,0.887218045112782,0.933712121212121,0.893939393939394,0.880597014925373,0.100701471335976,0.893939393939394,0.0660377358490566,FALSE
31,0.0153407192322471,0,0.858490566037736,0.887218045112782,0.933333333333333,0.893939393939394,0.880597014925373,0.100796699477649,0.893939393939394,0.0660377358490566,FALSE
