"param_comb_id","lambda","alpha","accuracy","f1","auc","recall","precision","brier_score","balanced_accuracy","discrepancy","default"
1,0.0009765625,0,0.93058568329718,0.94306049822064,0.971070148489503,0.949820788530466,0.936395759717314,0.0588299360539161,0.949820788530466,0.00216919739696312,FALSE
2,0.00107046276643002,0,0.93058568329718,0.94306049822064,0.970912599944858,0.949820788530466,0.936395759717314,0.0589111055602643,0.949820788530466,0.00216919739696312,FALSE
3,0.00117339190713652,0,0.93058568329718,0.94306049822064,0.970833825672535,0.949820788530466,0.936395759717314,0.0590019678871246,0.949820788530466,0.00216919739696312,FALSE
4,0.00128621808334843,0,0.93058568329718,0.94306049822064,0.970932293512939,0.949820788530466,0.936395759717314,0.0591044009330925,0.949820788530466,0.00216919739696312,FALSE
5,0.00140989293335909,0,0.93058568329718,0.94306049822064,0.970814132104455,0.949820788530466,0.936395759717314,0.0592179060904772,0.949820788530466,0.00216919739696312,FALSE
6,0.00154545959916923,0,0.93058568329718,0.94306049822064,0.970853519240616,0.949820788530466,0.936395759717314,0.0593441729096645,0.949820788530466,0.00216919739696312,FALSE
7,0.0016940615249229,0,0.93058568329718,0.94306049822064,0.970833825672535,0.949820788530466,0.936395759717314,0.0594828540825623,0.949820788530466,0.00216919739696312,FALSE
8,0.00185695210134695,0,0.93058568329718,0.94306049822064,0.970873212808697,0.949820788530466,0.936395759717314,0.059635497934552,0.949820788530466,0.00216919739696312,FALSE
9,0.00203550523754075,0,0.93058568329718,0.94306049822064,0.970912599944858,0.949820788530466,0.936395759717314,0.0598019371697018,0.949820788530466,0.00216919739696312,FALSE
10,0.00223122694928452,0,0.93058568329718,0.94306049822064,0.971011067785261,0.949820788530466,0.936395759717314,0.0599832286661027,0.949820788530466,0.00216919739696312,FALSE
11,0.00244576806160826,0,0.93058568329718,0.94306049822064,0.971050454921423,0.949820788530466,0.936395759717314,0.0601803613053119,0.949820788530466,0.00216919739696312,FALSE
12,0.00268093813276197,0,0.932754880694143,0.9449378330373,0.971050454921423,0.953405017921147,0.936619718309859,0.0603934073731531,0.953405017921147,0.00433839479392625,FALSE
13,0.00293872071702949,0,0.934924078091106,0.946808510638298,0.971030761353342,0.956989247311828,0.936842105263158,0.0606234300211104,0.956989247311828,0.00650759219088937,FALSE
14,0.003221290095121,0,0.934924078091106,0.946808510638298,0.970932293512939,0.956989247311828,0.936842105263158,0.0608714814450179,0.956989247311828,0.00650759219088937,FALSE
15,0.00353102961325757,0,0.934924078091106,0.946808510638298,0.970755051400213,0.956989247311828,0.936842105263158,0.0611371824221743,0.956989247311828,0.00650759219088937,FALSE
16,0.00387055178562971,0,0.934924078091106,0.946808510638298,0.970794438536374,0.956989247311828,0.936842105263158,0.0614254728065906,0.956989247311828,0.00650759219088937,FALSE
17,0.00424272032978517,0,0.932754880694143,0.945132743362832,0.970695970695971,0.956989247311828,0.933566433566434,0.0617288020997184,0.956989247311828,0.0086767895878525,FALSE
