"param_comb_id","num_trees","mtry","min_node_size","sample_fraction","accuracy","f1","auc","recall","precision","balanced_accuracy","discrepancy","default"
1,1,1,1,0.1,0.844,0.910755148741419,0.663942970510105,0.923433874709977,0.898419864559819,0.923433874709977,0.122,FALSE
2,1,2,1,0.1,0.858,0.916372202591284,0.741131174551935,0.902552204176334,0.930622009569378,0.902552204176334,0.124,FALSE
3,1,3,1,0.1,0.864,0.920374707259953,0.738525168970039,0.911832946635731,0.929078014184397,0.911832946635731,0.122,FALSE
4,1,5,1,0.1,0.842,0.906287069988138,0.725764148088369,0.88631090487239,0.927184466019418,0.88631090487239,0.136,FALSE
5,1,7,1,0.1,0.88,0.929411764705882,0.784323615454454,0.916473317865429,0.94272076372315,0.916473317865429,0.118,FALSE
6,1,8,1,0.1,0.89,0.935370152761457,0.802296647499916,0.923433874709977,0.947619047619048,0.923433874709977,0.112,FALSE
7,1,10,1,0.1,0.91,0.947976878612717,0.801725007565823,0.951276102088167,0.944700460829493,0.951276102088167,0.072,FALSE
8,1,12,1,0.1,0.894,0.939428571428571,0.7376677090689,0.953596287703016,0.925675675675676,0.953596287703016,0.08,FALSE
9,1,13,1,0.1,0.872,0.925754060324826,0.730992972191398,0.925754060324826,0.925754060324826,0.925754060324826,0.102,FALSE
10,1,15,1,0.1,0.912,0.947990543735225,0.863747940414943,0.930394431554524,0.966265060240964,0.930394431554524,0.094,FALSE
11,1,17,1,0.1,0.9,0.94131455399061,0.820269679545378,0.930394431554524,0.95249406175772,0.930394431554524,0.094,FALSE
12,1,18,1,0.1,0.886,0.933333333333333,0.781717609872558,0.925754060324826,0.941037735849057,0.925754060324826,0.104,FALSE
13,1,20,1,0.1,0.896,0.939814814814815,0.775345505901342,0.94199535962877,0.937644341801386,0.94199535962877,0.106,FALSE
14,1,1,417,0.1,0.862,0.925886143931257,0.591395137697972,1,0.862,1,0.088,FALSE
15,1,2,417,0.1,0.852,0.920086393088553,0.50453949359427,0.988399071925754,0.860606060606061,0.988399071925754,0.098,FALSE
16,1,3,417,0.1,0.846,0.910776361529548,0.674888193954067,0.911832946635731,0.909722222222222,0.911832946635731,0.12,FALSE
17,1,5,417,0.1,0.852,0.916289592760181,0.622011500050439,0.939675174013921,0.894039735099338,0.939675174013921,0.102,FALSE
18,1,7,417,0.1,0.862,0.925886143931257,0.626063418406806,1,0.862,1,0.088,FALSE
19,1,8,417,0.1,0.862,0.925886143931257,0.52604324287972,1,0.862,1,0.088,FALSE
20,1,10,417,0.1,0.878,0.932297447280799,0.613487339856754,0.974477958236659,0.893617021276596,0.974477958236659,0.076,FALSE
21,1,12,417,0.1,0.862,0.925886143931257,0.619674501496352,1,0.862,1,0.088,FALSE
22,1,13,417,0.1,0.872,0.929824561403509,0.635058340899156,0.983758700696056,0.881496881496882,0.983758700696056,0.102,FALSE
23,1,15,417,0.1,0.878,0.928654970760234,0.767157604492417,0.921113689095128,0.936320754716981,0.921113689095128,0.112,FALSE
24,1,17,417,0.1,0.864,0.923766816143498,0.622885772890817,0.955916473317865,0.893709327548807,0.955916473317865,0.09,FALSE
25,1,18,417,0.1,0.862,0.925886143931257,0.618245401661118,1,0.862,1,0.088,FALSE
26,1,20,417,0.1,0.846,0.912994350282486,0.606358653619826,0.937354988399072,0.889867841409692,0.937354988399072,0.124,FALSE
27,1,1,833,0.1,0.862,0.925886143931257,0.5,1,0.862,1,0.088,FALSE
28,1,2,833,0.1,0.862,0.925886143931257,0.5,1,0.862,1,0.088,FALSE
29,1,3,833,0.1,0.862,0.925886143931257,0.5,1,0.862,1,0.088,FALSE
30,1,5,833,0.1,0.862,0.925886143931257,0.5,1,0.862,1,0.088,FALSE
31,1,7,833,0.1,0.862,0.925886143931257,0.5,1,0.862,1,0.088,FALSE
32,1,8,833,0.1,0.862,0.925886143931257,0.5,1,0.862,1,0.088,FALSE
33,1,10,833,0.1,0.862,0.925886143931257,0.5,1,0.862,1,0.088,FALSE
34,1,12,833,0.1,0.862,0.925886143931257,0.5,1,0.862,1,0.088,FALSE
35,1,13,833,0.1,0.862,0.925886143931257,0.5,1,0.862,1,0.088,FALSE
36,1,15,833,0.1,0.862,0.925886143931257,0.5,1,0.862,1,0.088,FALSE
37,1,17,833,0.1,0.862,0.925886143931257,0.5,1,0.862,1,0.088,FALSE
38,1,18,833,0.1,0.862,0.925886143931257,0.5,1,0.862,1,0.088,FALSE
39,1,20,833,0.1,0.862,0.925886143931257,0.5,1,0.862,1,0.088,FALSE
40,1,1,1250,0.1,0.862,0.925886143931257,0.5,1,0.862,1,0.088,FALSE
41,1,2,1250,0.1,0.862,0.925886143931257,0.5,1,0.862,1,0.088,FALSE
42,1,3,1250,0.1,0.862,0.925886143931257,0.5,1,0.862,1,0.088,FALSE
43,1,5,1250,0.1,0.862,0.925886143931257,0.5,1,0.862,1,0.088,FALSE
44,1,7,1250,0.1,0.862,0.925886143931257,0.5,1,0.862,1,0.088,FALSE
45,1,8,1250,0.1,0.862,0.925886143931257,0.5,1,0.862,1,0.088,FALSE
46,1,10,1250,0.1,0.862,0.925886143931257,0.5,1,0.862,1,0.088,FALSE
47,1,12,1250,0.1,0.862,0.925886143931257,0.5,1,0.862,1,0.088,FALSE
48,1,13,1250,0.1,0.862,0.925886143931257,0.5,1,0.862,1,0.088,FALSE
49,1,15,1250,0.1,0.862,0.925886143931257,0.5,1,0.862,1,0.088,FALSE
50,1,17,1250,0.1,0.862,0.925886143931257,0.5,1,0.862,1,0.088,FALSE
51,1,18,1250,0.1,0.862,0.925886143931257,0.5,1,0.862,1,0.088,FALSE
52,1,20,1250,0.1,0.862,0.925886143931257,0.5,1,0.862,1,0.088,FALSE
53,1,1,1667,0.1,0.862,0.925886143931257,0.5,1,0.862,1,0.088,FALSE
54,1,2,1667,0.1,0.862,0.925886143931257,0.5,1,0.862,1,0.088,FALSE
55,1,3,1667,0.1,0.862,0.925886143931257,0.5,1,0.862,1,0.088,FALSE
56,1,5,1667,0.1,0.862,0.925886143931257,0.5,1,0.862,1,0.088,FALSE
57,1,7,1667,0.1,0.862,0.925886143931257,0.5,1,0.862,1,0.088,FALSE
58,1,8,1667,0.1,0.862,0.925886143931257,0.5,1,0.862,1,0.088,FALSE
59,1,10,1667,0.1,0.862,0.925886143931257,0.5,1,0.862,1,0.088,FALSE
60,1,12,1667,0.1,0.862,0.925886143931257,0.5,1,0.862,1,0.088,FALSE
61,1,13,1667,0.1,0.862,0.925886143931257,0.5,1,0.862,1,0.088,FALSE
62,1,15,1667,0.1,0.862,0.925886143931257,0.5,1,0.862,1,0.088,FALSE
63,1,17,1667,0.1,0.862,0.925886143931257,0.5,1,0.862,1,0.088,FALSE
64,1,18,1667,0.1,0.862,0.925886143931257,0.5,1,0.862,1,0.088,FALSE
65,1,20,1667,0.1,0.862,0.925886143931257,0.5,1,0.862,1,0.088,FALSE
66,1,1,2083,0.1,0.862,0.925886143931257,0.5,1,0.862,1,0.088,FALSE
67,1,2,2083,0.1,0.862,0.925886143931257,0.5,1,0.862,1,0.088,FALSE
68,1,3,2083,0.1,0.862,0.925886143931257,0.5,1,0.862,1,0.088,FALSE
69,1,5,2083,0.1,0.862,0.925886143931257,0.5,1,0.862,1,0.088,FALSE
70,1,7,2083,0.1,0.862,0.925886143931257,0.5,1,0.862,1,0.088,FALSE
71,1,8,2083,0.1,0.862,0.925886143931257,0.5,1,0.862,1,0.088,FALSE
72,1,10,2083,0.1,0.862,0.925886143931257,0.5,1,0.862,1,0.088,FALSE
73,1,12,2083,0.1,0.862,0.925886143931257,0.5,1,0.862,1,0.088,FALSE
74,1,13,2083,0.1,0.862,0.925886143931257,0.5,1,0.862,1,0.088,FALSE
75,1,15,2083,0.1,0.862,0.925886143931257,0.5,1,0.862,1,0.088,FALSE
76,1,17,2083,0.1,0.862,0.925886143931257,0.5,1,0.862,1,0.088,FALSE
77,1,18,2083,0.1,0.862,0.925886143931257,0.5,1,0.862,1,0.088,FALSE
78,1,20,2083,0.1,0.862,0.925886143931257,0.5,1,0.862,1,0.088,FALSE
79,1,1,2500,0.1,0.862,0.925886143931257,0.5,1,0.862,1,0.088,FALSE
80,1,2,2500,0.1,0.862,0.925886143931257,0.5,1,0.862,1,0.088,FALSE
81,1,3,2500,0.1,0.862,0.925886143931257,0.5,1,0.862,1,0.088,FALSE
82,1,5,2500,0.1,0.862,0.925886143931257,0.5,1,0.862,1,0.088,FALSE
83,1,7,2500,0.1,0.862,0.925886143931257,0.5,1,0.862,1,0.088,FALSE
84,1,8,2500,0.1,0.862,0.925886143931257,0.5,1,0.862,1,0.088,FALSE
85,1,10,2500,0.1,0.862,0.925886143931257,0.5,1,0.862,1,0.088,FALSE
86,1,12,2500,0.1,0.862,0.925886143931257,0.5,1,0.862,1,0.088,FALSE
87,1,13,2500,0.1,0.862,0.925886143931257,0.5,1,0.862,1,0.088,FALSE
88,1,15,2500,0.1,0.862,0.925886143931257,0.5,1,0.862,1,0.088,FALSE
89,1,17,2500,0.1,0.862,0.925886143931257,0.5,1,0.862,1,0.088,FALSE
90,1,18,2500,0.1,0.862,0.925886143931257,0.5,1,0.862,1,0.088,FALSE
